file,fs,band,mean_bandpower_across_channels,std_bandpower_across_channels,n_channels,n_epochs,n_samples_per_epoch
posture8_no_exo.npz,128.0,Theta (4–8 Hz),0.0019130610635329504,0.0008241906579954326,14,50,768
posture8_no_exo.npz,128.0,Alpha (8–13 Hz),0.00022302270648261974,9.200763182227294e-05,14,50,768
posture8_no_exo.npz,128.0,Beta (13–30 Hz),4.486177069803635e-05,2.114171481954638e-05,14,50,768
posture8_no_exo.npz,128.0,Gamma (30–45 Hz),1.305243030991221e-06,6.999242594136258e-07,14,50,768
posture8_with_exo.npz,128.0,Delta (1–4 Hz),0.06004954066260585,0.025998127484605945,14,39,768
posture8_with_exo.npz,128.0,Theta (4–8 Hz),0.005011923717185189,0.0014959546680323621,14,39,768
posture8_with_exo.npz,128.0,Alpha (8–13 Hz),0.0009153466970539219,0.0005177548563647978,14,39,768
posture8_with_exo.npz,128.0,Beta (13–30 Hz),0.0003123947530281969,0.00021878305442525001,14,39,768
posture8_with_exo.npz,128.0,Gamma (30–45 Hz),1.373991113341942e-05,5.581435646366378e-06,14,39,768
posture9_no_exo.npz,128.0,Delta (1–4 Hz),0.0009467889963811363,0.0007482174140401014,14,123,768
posture9_no_exo.npz,128.0,Theta (4–8 Hz),0.0012645264822432572,0.0011047477407926509,14,123,768
posture9_no_exo.npz,128.0,Alpha (8–13 Hz),0.00016686298925248723,0.00013633320628341416,14,123,768
posture9_no_exo.npz,128.0,Beta (13–30 Hz),4.152263396127255e-05,2.433079673941938e-05,14,123,768
posture9_no_exo.npz,128.0,Gamma (30–45 Hz),1.8445061143219327e-06,1.2789253551388115e-06,14,123,768
posture9_with_exo.npz,128.0,Delta (1–4 Hz),0.0006265935987487735,0.0003025731868302964,14,120,768
posture9_with_exo.npz,128.0,Theta (4–8 Hz),7.004316850205734e-05,3.6462773334119355e-05,14,120,768
posture9_with_exo.npz,128.0,Alpha (8–13 Hz),7.461975096743702e-06,5.116497558788204e-06,14,120,768
posture9_with_exo.npz,128.0,Beta (13–30 Hz),7.308912989992653e-07,3.188336663378089e-07,14,120,768
posture9_with_exo.npz,128.0,Gamma (30–45 Hz),1.4457999184278432e-08,9.251943939437175e-09,14,120,768
